1420440	7423094	-42.04100	-23.04569	-183.4650
1420443	7423089	-42.04097	-23.04573	-183.4660
1420445	7423084	-42.04095	-23.04577	-183.4830
1420447	7423080	-42.04092	-23.04581	-183.4950
1420449	7423075	-42.04090	-23.04585	-183.5110
1420452	7423070	-42.04087	-23.04589	-183.5190
1420454	7423066	-42.04085	-23.04593	-183.5420
1420457	7423061	-42.04082	-23.04597	-183.5560
1420458	7423057	-42.04080	-23.04601	-183.5720
1420461	7423052	-42.04077	-23.04605	-183.5890
1420464	7423047	-42.04074	-23.04609	-183.5970
1420466	7423043	-42.04072	-23.04613	-183.5930
1420469	7423038	-42.04069	-23.04617	-183.5980
1420470	7423033	-42.04067	-23.04621	-183.5870
1420473	7423029	-42.04064	-23.04625	-183.5750
1420476	7423024	-42.04061	-23.04629	-183.5590
1420478	7423020	-42.04059	-23.04633	-183.5510
1420481	7423015	-42.04056	-23.04637	-183.5540
1420482	7423010	-42.04054	-23.04641	-183.5520
1420485	7423006	-42.04051	-23.04645	-183.5310
1420487	7423001	-42.04049	-23.04649	-183.5480
1420490	7422996	-42.04046	-23.04653	-183.5760
1420493	7422992	-42.04043	-23.04657	-183.5540
1420494	7422986	-42.04041	-23.04662	-183.5570
1420497	7422981	-42.04038	-23.04666	-183.5580
1420499	7422977	-42.04036	-23.04670	-183.5500
1420502	7422972	-42.04033	-23.04674	-183.5420
1420504	7422968	-42.04031	-23.04678	-183.5650
1420507	7422963	-42.04028	-23.04682	-183.5680
1420509	7422958	-42.04025	-23.04686	-183.5890
1420511	7422954	-42.04023	-23.04690	-183.6060
1420514	7422949	-42.04020	-23.04694	-183.6310
1420516	7422944	-42.04018	-23.04698	-183.6400
1420519	7422940	-42.04015	-23.04702	-183.6510
1420521	7422935	-42.04012	-23.04706	-183.6640
1420523	7422930	-42.04010	-23.04710	-183.6770
1420526	7422926	-42.04007	-23.04714	-183.6720
1420528	7422921	-42.04005	-23.04718	-183.6760
1420531	7422917	-42.04002	-23.04722	-183.6900
1420532	7422911	-42.04000	-23.04727	-183.6990
1420535	7422906	-42.03997	-23.04731	-183.7090
1420537	7422902	-42.03995	-23.04735	-183.7290
1420540	7422897	-42.03992	-23.04739	-183.7520
1420542	7422892	-42.03990	-23.04743	-183.7600
1420544	7422888	-42.03987	-23.04747	-183.7770
1420547	7422883	-42.03984	-23.04751	-183.8090
1420549	7422878	-42.03982	-23.04755	-183.8270
1420552	7422874	-42.03979	-23.04759	-183.8670
1420554	7422869	-42.03977	-23.04763	-183.8920
1420556	7422865	-42.03974	-23.04767	-183.9150
1420558	7422859	-42.03972	-23.04772	-183.9510
1420561	7422854	-42.03969	-23.04776	-183.9760
1420563	7422850	-42.03967	-23.04780	-184.0260
1420566	7422845	-42.03964	-23.04784	-184.0530
1420567	7422840	-42.03962	-23.04788	-184.0920
1420570	7422836	-42.03959	-23.04792	-184.1400
1420572	7422831	-42.03957	-23.04796	-184.2120
1420574	7422826	-42.03955	-23.04800	-184.2700
1420577	7422822	-42.03952	-23.04804	-184.3360
1420578	7422816	-42.03950	-23.04809	-184.3840
1420581	7422811	-42.03947	-23.04813	-184.4410
1420583	7422807	-42.03945	-23.04817	-184.5390
1420586	7422802	-42.03942	-23.04821	-184.6030
1420588	7422798	-42.03940	-23.04825	-184.6780
1420590	7422793	-42.03937	-23.04829	-184.7540
1420592	7422788	-42.03935	-23.04833	-184.8470
1420594	7422783	-42.03933	-23.04838	-184.9530
1420597	7422778	-42.03930	-23.04842	-185.0440
1420599	7422773	-42.03928	-23.04846	-185.1420
1420601	7422769	-42.03925	-23.04850	-185.2420
1420603	7422764	-42.03923	-23.04854	-185.3430
1420606	7422759	-42.03920	-23.04858	-185.4490
1420608	7422754	-42.03918	-23.04863	-185.5600
1420609	7422749	-42.03916	-23.04867	-185.6840
1420612	7422745	-42.03913	-23.04871	-185.7950
1420614	7422740	-42.03911	-23.04875	-185.9180
1420617	7422735	-42.03908	-23.04879	-186.0300
1420619	7422731	-42.03906	-23.04883	-186.1270
1420620	7422725	-42.03904	-23.04888	-186.2140
1420623	7422720	-42.03901	-23.04892	-186.3360
1420625	7422716	-42.03899	-23.04896	-186.4630
1420628	7422711	-42.03896	-23.04900	-186.5930
1420630	7422706	-42.03894	-23.04904	-186.7270
1420631	7422702	-42.03892	-23.04908	-186.8700
1420634	7422696	-42.03889	-23.04913	-187.0320
1420636	7422692	-42.03887	-23.04917	-187.1870
1420639	7422687	-42.03884	-23.04921	-187.3590
1420641	7422682	-42.03882	-23.04925	-187.5090
1420642	7422678	-42.03880	-23.04929	-187.6880
1420645	7422672	-42.03877	-23.04934	-187.8460
1420647	7422667	-42.03875	-23.04938	-188.0360
1420650	7422663	-42.03872	-23.04942	-188.2190
1420652	7422658	-42.03870	-23.04946	-188.3970
1420653	7422653	-42.03868	-23.04950	-188.6050
1420656	7422648	-42.03865	-23.04955	-188.8130
1420658	7422643	-42.03863	-23.04959	-189.0330
1420661	7422638	-42.03860	-23.04963	-189.2270
1420663	7422634	-42.03858	-23.04967	-189.4500
1420664	7422629	-42.03856	-23.04971	-189.6440
1420667	7422623	-42.03853	-23.04976	-189.8450
1420669	7422619	-42.03851	-23.04980	-190.0590
1420671	7422614	-42.03849	-23.04984	-190.2630
1420673	7422610	-42.03846	-23.04988	-190.4640
1420675	7422605	-42.03844	-23.04992	-190.6740
1420678	7422600	-42.03841	-23.04996	-190.8660
1421843	7422525	-42.02713	-23.04999	-205.5760
1421841	7422531	-42.02716	-23.04994	-206.4110
1421837	7422538	-42.02720	-23.04988	-207.2290
1421834	7422545	-42.02723	-23.04982	-208.0670
1421831	7422550	-42.02726	-23.04977	-208.8840
1421828	7422557	-42.02730	-23.04971	-209.7030
1421825	7422563	-42.02733	-23.04966	-210.5230
